delta_srcc_mean,delta_srcc_low,delta_srcc_high,delta_mae_mean,delta_mae_low,delta_mae_high,delta_hfp_mean,delta_hfp_low,delta_hfp_high,pair
0.05712838122416828,0.047433881859886,0.06722685010338841,-0.8001512690308831,-0.8910140358023061,-0.7061914014276581,8.76577850394185,6.900566721032747,10.640702759993813,A1 vs B1
0.06287183293679954,0.053242845549188234,0.07301724356015074,-1.2072652220807583,-1.339722641028387,-1.0701082551782135,12.758296396097881,9.705868025975459,15.450802894114378,A4 vs B4
